Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per hour,Employer Provided,min_sal,max_sal,avg_sal,Ratings,Company text,Remote,City,State,Age_Company,Size_greater_1000,Seniority
Data Scientist,Employer Provided Salary:$150K-$160K,"BPA Services
5.0","Washington, DC",Unknown,-1.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,150,150,150.0,5.0,BPA Services,0,Washington,DC,-1.0,-1,na
"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,101,101,101.0,3.6,MassMutual,0,Boston,MA,171.0,1,na
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),"Pfizer
4.0","New York, NY",10000+ employees,1849.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,125,125,125.0,4.0,Pfizer,0,New York,NY,173.0,1,Sr
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),"Associated Banc-Corp
3.8","Green Bay, WI",1001 to 5000 employees,1870.0,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,0,43,43,43.0,3.8,Associated Banc-Corp,0,Green Bay,WI,152.0,0,na
Lead Data Scientist,$139K-$221K (Glassdoor est.),"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009.0,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,139,139,139.0,3.9,Zest AI,0,Burbank,CA,13.0,0,Sr
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002.0,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,44,44,44.0,3.8,Fareportal,0,New York,NY,20.0,0,na
Senior Data Engineer,$78K-$147K (Glassdoor est.),"Genesys
4.3","Durham, NC",5001 to 10000 employees,1990.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,78,78,78.0,4.3,Genesys,0,Durham,NC,32.0,1,Sr
Senior Data Analyst,$65K-$110K (Glassdoor est.),"Moda Operandi
1.9","New York, NY",201 to 500 employees,2010.0,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,65,65,65.0,1.9,Moda Operandi,0,New York,NY,12.0,0,Sr
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Indianapolis, IN",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,37,37,37.0,3.3,Liberty Mutual Insurance,0,Indianapolis,IN,110.0,1,na
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),"QK
4.7","Clovis, CA",51 to 200 employees,1972.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,38,38,38.0,4.7,QK,0,Clovis,CA,50.0,0,na
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),"Santander
3.1","Boston, MA",10000+ employees,1856.0,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,43,43,43.0,3.1,Santander,0,Boston,MA,166.0,1,na
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),"Tivity Health
3.4","Chandler, AZ",501 to 1000 employees,1981.0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,90,90,90.0,3.4,Tivity Health,0,Chandler,AZ,41.0,1,Sr
Data Engineer,$61K-$109K (Glassdoor est.),"BRMi
4.4","Chantilly, VA",51 to 200 employees,2004.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,61,61,61.0,4.4,BRMi,0,Chantilly,VA,18.0,0,na
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),"Luminar Technologies
3.9","Orlando, FL",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,93,93,93.0,3.9,Luminar Technologies,0,Orlando,FL,10.0,0,Sr
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),"Emtec, Inc.
3.9","Chicago, IL",501 to 1000 employees,1995.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,52,52,52.0,3.9,"Emtec, Inc.",0,Chicago,IL,27.0,1,na
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),"Veterans United Home Loans
4.7","Columbia, MO",1001 to 5000 employees,2002.0,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,40,40,40.0,4.7,Veterans United Home Loans,0,Columbia,MO,20.0,0,na
Senior Data Engineer,$97K-$180K (Glassdoor est.),"Praetorian
4.7","Austin, TX",51 to 200 employees,2010.0,Company - Private,Security Services,Business Services,$10 to $25 million (USD),0,0,97,97,97.0,4.7,Praetorian,0,Austin,TX,12.0,0,Sr
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),"PA Consulting
3.4","Boston, MA",1001 to 5000 employees,1943.0,Company - Private,Consulting,Business Services,$100 to $500 million (USD),0,0,81,81,81.0,3.4,PA Consulting,0,Boston,MA,79.0,0,na
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),"Agios Pharmaceuticals
3.8","Cambridge, MA",501 to 1000 employees,2008.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,84,84,84.0,3.8,Agios Pharmaceuticals,0,Cambridge,MA,14.0,1,na
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,49,49.0,2.7,Advanced BioScience Laboratories,0,Rockville,MD,61.0,0,na
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,68,68.0,3.1,Reynolds American,0,Owensboro,KY,147.0,1,na
Sr. Data Engineer,$75K-$140K (Glassdoor est.),"Echo Global Logistics
3.4","Chicago, IL",1001 to 5000 employees,2005.0,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),0,0,75,75,75.0,3.4,Echo Global Logistics,0,Chicago,IL,17.0,0,Sr
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),"Glassdoor
4.0","San Francisco, CA",1001 to 5000 employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,121,121,121.0,4.0,Glassdoor,0,San Francisco,CA,15.0,0,Sr
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,52,52,52.0,3.5,Esri,0,Redlands,CA,53.0,0,na
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),"Assurant
3.4","Westlake, OH",10000+ employees,1978.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,81,81,81.0,3.4,Assurant,0,Westlake,OH,44.0,1,Sr
College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),"Caterpillar
3.7","Peoria, IL",10000+ employees,1925.0,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),0,0,63,63,63.0,3.7,Caterpillar,0,Peoria,IL,97.0,1,na
Senior Data Scientist,$110K-$150K(Employer est.),"Equity Residential
4.3","Chicago, IL",1001 to 5000 employees,1993.0,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,0,110,110,110.0,4.3,Equity Residential,0,Chicago,IL,29.0,0,Sr
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),"F&G
3.7","Des Moines, IA",201 to 500 employees,-1.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,83,83,83.0,3.7,F&G,0,Des Moines,IA,-1.0,0,Sr
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,60,60,60.0,3.8,PNNL,0,Richland,WA,57.0,0,Sr
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),0,0,31,31,31.0,4.6,GreatAmerica Financial Services,0,Cedar Rapids,IA,30.0,1,na
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),"Acceleron Pharma
4.4","Cambridge, MA",201 to 500 employees,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,102,102,102.0,4.4,Acceleron Pharma,0,Cambridge,MA,19.0,0,na
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Kronos Bio,"Cambridge, MA",Unknown,-1.0,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,110,110,110.0,-1.0,Kronos Bio,0,Cambridge,MA,-1.0,-1,Sr
Data Analyst Senior,$48K-$85K (Glassdoor est.),"AmeriHealth Caritas
3.0","Philadelphia, PA",5001 to 10000 employees,1983.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,48,48,48.0,3.0,AmeriHealth Caritas,0,Philadelphia,PA,39.0,1,Sr
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),"Strategic Employment Partners
4.7","San Francisco, CA",51 to 200 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,66,66,66.0,4.7,Strategic Employment Partners,0,San Francisco,CA,16.0,0,Sr
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),"PNNL
3.8","Seattle, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,92,92,92.0,3.8,PNNL,0,Seattle,WA,57.0,0,Sr
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),"Catholic Health Initiatives
3.2","Omaha, NE",10000+ employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),1,0,21,21,21.0,3.2,Catholic Health Initiatives,0,Omaha,NE,26.0,1,na
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),"FLEETCOR
2.7","Nashville, TN",5001 to 10000 employees,2000.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),1,0,10,10,10.0,2.7,FLEETCOR,0,Nashville,TN,22.0,1,Sr
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,150,150,150.0,3.3,Liberty Mutual Insurance,0,Chicago,IL,110.0,1,na
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),"Southwest Research Institute
3.9","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,52,52,52.0,3.9,Southwest Research Institute,0,San Antonio,TX,75.0,0,Sr
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),"Applied Research Laboratories
3.7","Austin, TX",501 to 1000 employees,-1.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,82,82,82.0,3.7,Applied Research Laboratories,0,Austin,TX,-1.0,1,na
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,47,47,47.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,Sr
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),"Raytheon
3.7","Huntsville, AL",10000+ employees,1922.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,49,49,49.0,3.7,Raytheon,0,Huntsville,AL,100.0,1,na
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),"RTI International
4.3","Durham, NC",1001 to 5000 employees,1958.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,43,43,43.0,4.3,RTI International,0,Durham,NC,64.0,0,Sr
Director Data Science,$124K-$199K (Glassdoor est.),"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,124,124,124.0,3.6,TRANZACT,0,Fort Lee,NJ,33.0,0,na
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),"United BioSource
2.1","Blue Bell, PA",1001 to 5000 employees,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,52,52,52.0,2.1,United BioSource,0,Blue Bell,PA,19.0,0,Sr
Senior Data Engineer,$97K-$181K (Glassdoor est.),"Figure Eight
3.9","San Francisco, CA",51 to 200 employees,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,97,97,97.0,3.9,Figure Eight,0,San Francisco,CA,14.0,0,Sr
Senior Data Engineer,$100K-$173K (Glassdoor est.),"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,100,100,100.0,3.9,Tapjoy,0,San Francisco,CA,15.0,0,Sr
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002.0,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,53,53,53.0,3.8,Fareportal,0,New York,NY,20.0,0,na
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,65,65.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,Sr
Data Scientist,$56K-$95K (Glassdoor est.),"Sartorius
3.5","Albuquerque, NM",5001 to 10000 employees,1870.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,56,56,56.0,3.5,Sartorius,0,Albuquerque,NM,152.0,1,na
Data Scientist,$111K-$176K (Glassdoor est.),"1904labs
4.7","Saint Louis, MO",51 to 200 employees,2016.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,111,111,111.0,4.7,1904labs,0,Saint Louis,MO,6.0,0,na
Data Scientist,$75K-$127K (Glassdoor est.),"Royce Geospatial
5.0","Springfield, VA",51 to 200 employees,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),0,0,75,75,75.0,5.0,Royce Geospatial,0,Springfield,VA,8.0,0,na
Data Engineer,$65K-$119K (Glassdoor est.),"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,65,65,65.0,3.6,MassMutual,0,Springfield,MA,171.0,1,na
Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,56,56,56.0,3.8,PNNL,0,Richland,WA,57.0,0,na
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 to 200 employees,2013.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,108,108.0,4.7,Recursion Pharmaceuticals,0,Salt Lake City,UT,9.0,0,Sr
Data Scientist,$94K-$139K (Glassdoor est.),"Citi
3.6","Jersey City, NJ",10000+ employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,94,94,94.0,3.6,Citi,0,Jersey City,NJ,210.0,1,na
Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),"Sage Intacct
4.7","San Francisco, CA",501 to 1000 employees,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,176,176,176.0,4.7,Sage Intacct,0,San Francisco,CA,23.0,1,Sr
Data Scientist,$92K-$149K (Glassdoor est.),"Scale AI
3.5","San Francisco, CA",51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,92,92,92.0,3.5,Scale AI,0,San Francisco,CA,6.0,0,na
Product Engineer – Data Science,$63K-$101K (Glassdoor est.),"Esri
3.5","Arlington, VA",1001 to 5000 employees,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,63,63,63.0,3.5,Esri,0,Arlington,VA,53.0,0,na
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,54,54.0,3.3,Rochester Regional Health,0,Rochester,NY,8.0,1,Sr
Data Scientist,$118K-$188K (Glassdoor est.),"Change Healthcare
2.7","Emeryville, CA",10000+ employees,2007.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,118,118,118.0,2.7,Change Healthcare,0,Emeryville,CA,15.0,1,na
Data Scientist,$108K-$146K (Glassdoor est.),"MZ
3.4","Palo Alto, CA",501 to 1000 employees,2008.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,108,108,108.0,3.4,MZ,0,Palo Alto,CA,14.0,1,na
Data Scientist,$65K-$106K (Glassdoor est.),"HG Insights
4.7","Santa Barbara, CA",51 to 200 employees,2010.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,65,65,65.0,4.7,HG Insights,0,Santa Barbara,CA,12.0,0,na
Data Scientist,$55K-$98K (Glassdoor est.),"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY",1001 to 5000 employees,1976.0,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),0,0,55,55,55.0,2.8,"1-800-FLOWERS.COM, Inc.",0,Carle Place,NY,46.0,0,na
Data Scientist,$94K-$162K (Glassdoor est.),"CBS Interactive
3.5","New York, NY",1001 to 5000 employees,1992.0,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),0,0,94,94,94.0,3.5,CBS Interactive,0,New York,NY,30.0,0,na
Data Engineer,$63K-$120K (Glassdoor est.),"Numeric, LLC
3.2","King of Prussia, PA",1 to 50 employees,-1.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,63,63,63.0,3.2,"Numeric, LLC",0,King of Prussia,PA,-1.0,0,na
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,90,90.0,4.4,Rubius Therapeutics,0,Cambridge,MA,9.0,0,Sr
Data Scientist,$127K-$202K (Glassdoor est.),"Samba TV
3.3","San Francisco, CA",201 to 500 employees,2008.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,127,127,127.0,3.3,Samba TV,0,San Francisco,CA,14.0,0,na
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),"ClearEdge
4.0","Annapolis Junction, MD",51 to 200 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,60,60.0,4.0,ClearEdge,0,Annapolis Junction,MD,20.0,0,na
Market Data Analyst,$31K-$57K (Glassdoor est.),"SV Microwave
3.4","West Palm Beach, FL",201 to 500 employees,1991.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,31,31,31.0,3.4,SV Microwave,0,West Palm Beach,FL,31.0,0,na
Staff Data Engineer,$105K-$194K (Glassdoor est.),"Sumo Logic
3.8","Austin, TX",501 to 1000 employees,2010.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,105,105,105.0,3.8,Sumo Logic,0,Austin,TX,12.0,1,na
Associate Data Engineer,$45K-$86K (Glassdoor est.),"EAB
3.5","Washington, DC",1001 to 5000 employees,2007.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,45,45,45.0,3.5,EAB,0,Washington,DC,15.0,0,na
Data Engineer,$75K-$143K (Glassdoor est.),"SpringML
4.4","Herndon, VA",1 to 50 employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,75,75,75.0,4.4,SpringML,0,Herndon,VA,7.0,0,na
Staff Data Engineer,$126K-$228K (Glassdoor est.),"Samsung Research America
3.7","Mountain View, CA",1001 to 5000 employees,1988.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,126,126,126.0,3.7,Samsung Research America,0,Mountain View,CA,34.0,0,na
Data Scientist,$80K-$134K (Glassdoor est.),"Systems & Technology Research
4.7","Arlington, VA",201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,80,80,80.0,4.7,Systems & Technology Research,0,Arlington,VA,12.0,0,na
Data Scientist,$120K-$189K (Glassdoor est.),"Netskope
4.1","Santa Clara, CA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,120,120,120.0,4.1,Netskope,0,Santa Clara,CA,10.0,1,na
Data Scientist,$85K-$142K (Glassdoor est.),"Lorven Technologies Inc
4.0","Santa Clara, CA",1 to 50 employees,-1.0,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,85,85,85.0,4.0,Lorven Technologies Inc,0,Santa Clara,CA,-1.0,0,na
Senior Data Scientist,$95K-$154K (Glassdoor est.),"Brighthouse Financial
3.5","Charlotte, NC",1001 to 5000 employees,2017.0,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,95,95,95.0,3.5,Brighthouse Financial,0,Charlotte,NC,5.0,0,Sr
Data Scientist,$111K-$176K (Glassdoor est.),"CareDx
2.5","Brisbane, CA",1 to 50 employees,-1.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,111,111,111.0,2.5,CareDx,0,Brisbane,CA,-1.0,0,na
Data Scientist,$87K-$140K (Glassdoor est.),"Serigor Inc.
3.9","San Francisco, CA",1 to 50 employees,-1.0,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,87,87,87.0,3.9,Serigor Inc.,0,San Francisco,CA,-1.0,0,na
Data Scientist,$76K-$127K (Glassdoor est.),"Leidos
3.4","Springfield, VA",10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,76,76,76.0,3.4,Leidos,0,Springfield,VA,53.0,1,na
"Data Analyst, Performance Partnership",$54K-$92K (Glassdoor est.),"Beckman Coulter Diagnostics
3.6","New York, NY",10000+ employees,1935.0,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,54,54,54.0,3.6,Beckman Coulter Diagnostics,0,New York,NY,87.0,1,na
Data Scientist,$61K-$100K (Glassdoor est.),"IHS Markit
3.5","New York, NY",10000+ employees,2016.0,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),0,0,61,61,61.0,3.5,IHS Markit,0,New York,NY,6.0,1,na
Data Scientist,$81K-$140K (Glassdoor est.),ALIN,"New York, NY",Unknown,-1.0,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,81,81,81.0,-1.0,ALIN,0,New York,NY,-1.0,-1,na
Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),"Affinity Solutions
2.9","San Jose, CA",51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,80,80,80.0,2.9,Affinity Solutions,0,San Jose,CA,24.0,0,na
Data Scientist,$108K-$171K (Glassdoor est.),"e-IT Professionals Corp.
3.5","Foster City, CA",51 to 200 employees,-1.0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),0,0,108,108,108.0,3.5,e-IT Professionals Corp.,0,Foster City,CA,-1.0,0,na
Data Scientist,$112K-$179K (Glassdoor est.),"TechProjects
4.8","New York, NY",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,112,112,112.0,4.8,TechProjects,0,New York,NY,11.0,0,na
Data Scientist,$63K-$111K (Glassdoor est.),"Biz2Credit Inc
4.0","New York, NY",201 to 500 employees,2007.0,Company - Private,Lending,Finance,$100 to $500 million (USD),0,0,63,63,63.0,4.0,Biz2Credit Inc,0,New York,NY,15.0,0,na
Data Scientist,$75K-$126K (Glassdoor est.),"PeoplesBank
4.2","Holyoke, MA",201 to 500 employees,1885.0,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),0,0,75,75,75.0,4.2,PeoplesBank,0,Holyoke,MA,137.0,0,na
Data Scientist Manager,$110K-$184K (Glassdoor est.),"Capgemini
3.8","New York, NY",10000+ employees,1967.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,110,110,110.0,3.8,Capgemini,0,New York,NY,55.0,1,na
Data Engineer,$76K-$145K (Glassdoor est.),"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,1914.0,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,76,76,76.0,3.7,GNY Insurance Companies,0,New York,NY,108.0,0,na
Marketing Data Analyst,$36K-$62K (Glassdoor est.),"Citadel Federal Credit Union
3.9","Exton, PA",501 to 1000 employees,1937.0,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,0,36,36,36.0,3.9,Citadel Federal Credit Union,0,Exton,PA,85.0,1,na
Data Scientist,$70K-$118K (Glassdoor est.),"Conch Technologies, Inc
4.6","Waltham, MA",51 to 200 employees,-1.0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,70,70,70.0,4.6,"Conch Technologies, Inc",0,Waltham,MA,-1.0,0,na
Senior Data Scientist,$94K-$153K (Glassdoor est.),"Medidata Solutions
4.3","New York, NY",1001 to 5000 employees,1999.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,0,94,94,94.0,4.3,Medidata Solutions,0,New York,NY,23.0,0,Sr
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,54,54.0,3.3,Rochester Regional Health,0,Rochester,NY,8.0,1,Sr
